ship.id,ship.date,ship.mode,ship.cost
PQ-8179,2015-04-01,Same Day,1.6
DZ-8180,2015-10-21,Same Day,6.3
DZ-8181,2015-05-12,Same Day,13.3
PQ-8182,2015-06-09,Same Day,6.9
DZ-8183,2015-12-25,Same Day,2.2
OP-8184,2015-06-20,Same Day,0.8
OP-8185,2015-11-30,Same Day,14
LP-8186,2015-06-29,Same Day,2.1
LM-8187,2015-04-29,Same Day,11
LP-8188,2015-01-19,Same Day,1.6
MZ-8189,2015-08-19,Same Day,3.4
LP-8190,2015-09-12,Same Day,12.2
OP-8191,2015-06-04,Same Day,1.9
TA-8192,2015-03-22,Same Day,3.9
MZ-8193,2015-03-17,Same Day,13.1
LP-8194,2015-01-12,Same Day,10.3
OP-8195,2015-03-31,Same Day,1.3
TA-8196,2015-10-22,Same Day,0.8
DZ-8197,2015-10-12,Same Day,15.8
MZ-8198,2015-08-08,Same Day,4.2
DZ-8199,2015-12-06,Same Day,7.4
LP-8200,2015-12-04,Same Day,1.6
TA-8201,2015-12-14,Same Day,4.6
TA-8202,2015-05-26,Same Day,12.2
DZ-8203,2015-01-31,Same Day,2.1
AX-8204,2015-02-01,Same Day,5.6
MZ-8205,2015-09-09,Same Day,13.1
DZ-8206,2015-05-20,Same Day,10.9
DF-8207,2015-05-31,Same Day,1.4
DZ-8208,2015-09-04,Same Day,3.3
DF-8209,2015-07-21,Same Day,16.8
DZ-8210,2015-01-21,Same Day,2.8
MZ-8211,2015-07-23,Same Day,10.4
DZ-8212,2015-04-29,Same Day,2.2
PQ-8213,2015-07-06,Same Day,4.7
AX-8214,2015-10-17,Same Day,12
AX-8215,2015-09-25,Same Day,1.6
LP-8216,2015-12-31,Same Day,3.2
DZ-8217,2015-09-03,Same Day,9.8
OP-8218,2015-02-19,Same Day,9.9
AX-8219,2015-04-05,Same Day,1.8
DF-8220,2015-11-14,Same Day,1.7
PQ-8221,2015-02-17,Same Day,15
AX-8222,2015-06-03,Same Day,1.7
PQ-8223,2015-12-19,Same Day,8.1
PQ-8224,2015-01-06,Same Day,6.5
AX-8225,2015-09-15,Same Day,4.7
DF-8226,2015-05-29,Same Day,13.3
DF-8227,2015-05-18,Same Day,2.1
LM-8228,2015-07-21,Same Day,6
MZ-8229,2015-03-30,Same Day,14
PQ-8230,2015-05-26,Same Day,6.9
DF-8231,2015-09-24,Same Day,2.5
TA-8232,2015-11-04,Same Day,3.3
DF-8233,2015-08-31,Same Day,14.8
DF-8234,2015-10-23,Same Day,1.7
OP-8235,2015-10-25,Same Day,10.4
DF-8236,2015-07-22,Same Day,1.3
AX-8237,2015-04-06,Same Day,4.5
JK-8238,2015-01-12,Same Day,13.1
LM-8239,2015-08-10,Same Day,0.8
DF-8240,2015-08-12,Same Day,3.2
LP-8241,2015-12-19,Same Day,13.3
LM-8242,2015-07-19,Same Day,9.5
DZ-8243,2015-10-25,Same Day,2.7
MZ-8244,2015-12-14,Same Day,3.3
DZ-8245,2015-08-12,Same Day,15.8
JK-8246,2015-08-01,Same Day,4.2
JK-8247,2015-12-27,Same Day,9.5
OP-8248,2015-01-08,Same Day,2.2
OP-8249,2015-11-28,Same Day,4
LP-8250,2015-05-23,Same Day,12.2
DZ-8251,2015-09-16,Same Day,0.8
LM-8252,2015-06-24,Same Day,6.6
JK-8253,2015-06-17,Same Day,12
DF-8254,2015-03-17,Same Day,9.5
TA-8255,2015-05-29,Same Day,2.5
LP-8256,2015-02-23,Same Day,1.1
PQ-8257,2015-07-19,Same Day,16.5
DZ-8258,2015-04-07,Same Day,0.2
DZ-8259,2015-11-29,Same Day,9.3
TA-8260,2015-12-18,Same Day,2.2
LP-8261,2015-03-01,Same Day,3.1
DZ-8262,2015-03-01,Same Day,12
LM-8263,2015-03-08,Same Day,1.8
DZ-8264,2015-07-04,Same Day,6.3
MZ-8265,2015-11-23,Same Day,12.9
DF-8266,2015-11-14,Same Day,8.9
OP-8267,2015-12-12,Same Day,2.7
LP-8268,2015-10-20,Same Day,0.8
LP-8269,2015-08-23,Same Day,13.3
DZ-8270,2015-02-01,Same Day,2.8
DZ-8271,2015-10-28,Same Day,9.3
OP-8272,2015-02-24,Same Day,1.3
LM-8273,2015-03-08,Same Day,2.4
LM-8274,2015-10-18,Same Day,11.4
LM-8275,2015-02-26,Same Day,2
LM-8276,2015-07-18,Same Day,4.5
TA-8277,2015-07-19,Same Day,9.8
AX-8278,2015-02-28,Same Day,7.9
AX-8279,2015-04-08,Same Day,2.4
DZ-8280,2015-05-02,Same Day,1.1
LP-8281,2015-06-22,Same Day,12
TA-8282,2015-10-03,Same Day,1.7
DZ-8283,2015-01-05,Same Day,10.6
DZ-8284,2015-12-26,Same Day,1.6
DF-8285,2015-01-14,Same Day,4.6
JK-8286,2015-10-25,Same Day,10.7
AX-8287,2015-07-27,Same Day,2
TA-8288,2015-09-15,Same Day,6.3
LM-8289,2015-02-28,Same Day,12.2
OP-8290,2015-05-09,Same Day,10.3
PQ-8291,2015-11-16,Same Day,2.8
PQ-8292,2015-01-29,Same Day,1.1
JK-8293,2015-09-28,Same Day,16.3
JK-8294,2015-01-08,Same Day,8.3
DZ-8295,2015-10-15,Same Day,8.3
TA-8296,2015-02-26,Same Day,1.3
OP-8297,2015-07-03,Same Day,4.2
MZ-8298,2015-06-14,Same Day,11.8
DZ-8299,2015-07-02,Same Day,2.3
PQ-8300,2015-09-25,Same Day,3.9
MZ-8301,2015-01-20,Same Day,13.3
LM-8302,2015-02-26,Same Day,9.5
DZ-8303,2015-03-09,Same Day,1.4
MZ-8304,2015-09-16,Same Day,0.8
MZ-8305,2015-12-26,Same Day,14.5
DZ-8306,2015-03-02,Same Day,4.2
LM-8307,2015-09-25,Same Day,10
LM-8308,2015-07-10,Same Day,1.6
AX-8309,2015-02-25,Same Day,4.7
DZ-8310,2015-04-17,Same Day,13.8
JK-8311,2015-05-23,Same Day,0.3
MZ-8312,2015-10-22,Same Day,6.3
DF-8313,2015-01-12,Same Day,12.4
DF-8314,2015-05-27,Same Day,6.9
PQ-8315,2015-05-27,Same Day,2.1
OP-8316,2015-01-16,Same Day,1.7
TA-8317,2015-10-11,Same Day,16
MZ-8318,2015-09-02,Same Day,1.7
LP-8319,2015-01-17,Same Day,10.4
JK-8320,2015-07-16,Same Day,6.5
TA-8321,2015-08-05,Same Day,4.6
MZ-8322,2015-12-18,Same Day,12.9
DF-8323,2015-01-02,Same Day,2
LP-8324,2015-04-22,Same Day,6.3
MZ-8325,2015-11-25,Same Day,10.6
AX-8326,2015-03-02,Same Day,10.3
OP-8327,2015-05-29,Same Day,1.8
JK-8328,2015-09-14,Same Day,1.1
JK-8329,2015-01-08,Same Day,14.8
OP-8330,2015-11-21,Same Day,2.1
MZ-8331,2015-12-01,Same Day,7.4
LP-8332,2015-07-09,Same Day,1.6
JK-8333,2015-04-23,Same Day,4.5
AX-8334,2015-01-17,Same Day,11.8
AX-8335,2015-10-31,Same Day,0.3
PQ-8336,2015-09-05,Same Day,6.5
TA-8337,2015-09-10,Same Day,13.3
LM-8338,2015-12-14,Same Day,9.9
LP-8339,2015-05-14,Same Day,2
LP-8340,2015-12-25,Same Day,0.8
TA-8341,2015-05-03,Same Day,16
JK-8342,2015-04-12,Same Day,2.8
AX-8343,2015-01-22,Same Day,9.5
LP-8344,2015-04-03,Same Day,1.3
LM-8345,2015-08-28,Same Day,3.8
DF-8346,2015-06-29,Same Day,12.2
MZ-8347,2015-03-24,Same Day,1.8
AX-8348,2015-07-29,Same Day,5.7
AX-8349,2015-12-03,Same Day,11.5
LP-8350,2015-01-28,Same Day,11.5
PQ-8351,2015-10-22,Same Day,2.2
DF-8352,2015-09-27,Same Day,1.1
OP-8353,2015-07-19,Same Day,15.8
OP-8354,2015-04-23,Same Day,0.1
OP-8355,2015-07-04,Same Day,10.4
JK-8356,2015-02-02,Same Day,1.3
AX-8357,2015-02-17,Same Day,4.2
JK-8358,2015-07-12,Same Day,9.6
PQ-8359,2015-08-25,Same Day,2.1
TA-8360,2015-08-15,Same Day,5.7
JK-8361,2015-12-08,Same Day,8.7
LP-8362,2015-01-09,Same Day,10.3
MZ-8363,2015-11-13,Same Day,2.1
JK-8364,2015-11-15,Same Day,1.7
AX-8365,2015-10-08,Same Day,12
MZ-8366,2015-08-09,Same Day,2.1
LM-8367,2015-12-10,Same Day,8.1
PQ-8368,2015-07-06,Same Day,1.6
MZ-8369,2015-02-09,Same Day,4.2
TA-8370,2015-10-22,Same Day,10.7
LP-8371,2015-01-17,Same Day,1.2
DF-8372,2015-04-29,Same Day,6.2
DZ-8373,2015-02-24,Same Day,11.5
MZ-8374,2015-08-01,Same Day,9.9
LP-8375,2015-02-07,Same Day,2.4
PQ-8376,2015-03-25,Same Day,3.3
AX-8377,2015-04-25,Same Day,14.5
OP-8378,2015-06-26,Same Day,8.3
PQ-8379,2015-11-19,Same Day,11
OP-8380,2015-11-07,Same Day,3.3
DF-8381,2015-01-28,Same Day,3.4
LP-8382,2015-11-06,Same Day,11.8
MZ-8383,2015-03-06,Same Day,2
JK-8384,2015-10-09,Same Day,6
LP-8385,2015-05-09,Same Day,13.1
MZ-8386,2015-01-28,Same Day,11.3
PQ-8387,2015-02-08,Same Day,2
PQ-8388,2015-06-21,Same Day,0.8
TA-8389,2015-10-26,Same Day,16.8
PQ-8390,2015-09-14,Same Day,0.1
LP-8391,2015-10-12,Same Day,7.4
DF-8392,2015-07-13,Same Day,6.5
DZ-8393,2015-03-30,Same Day,3.1
DF-8394,2015-10-03,Same Day,12.2
DZ-8395,2015-12-07,Same Day,1.2
LM-8396,2015-07-31,Same Day,6.3
MZ-8397,2015-10-02,Same Day,13.1
LM-8398,2015-01-26,Same Day,11.3
PQ-8399,2015-11-28,Same Day,1.4
JK-8400,2015-11-19,Same Day,0.7
LM-8401,2015-08-10,Same Day,15
OP-8402,2015-05-20,Same Day,2.8
LM-8403,2015-11-30,Same Day,8.9
LM-8404,2015-10-17,Same Day,3.3
MZ-8405,2015-01-30,Same Day,4.6
TA-8406,2015-05-28,Same Day,11.4
DF-8407,2015-03-19,Same Day,0.8
MZ-8408,2015-12-26,Same Day,5.7
AX-8409,2015-10-12,Same Day,12.4
OP-8410,2015-09-17,Same Day,11.1
DZ-8411,2015-11-03,Same Day,3
MZ-8412,2015-10-14,Same Day,0.7
AX-8413,2015-10-16,Same Day,16.5
PQ-8414,2015-10-03,Same Day,1.7
PQ-8415,2015-04-15,Same Day,8.9
LM-8416,2015-07-25,Same Day,6.5
LP-8417,2015-07-08,Same Day,4.4
TA-8418,2015-11-02,Same Day,13.3
MZ-8419,2015-03-08,Same Day,1.2
PQ-8420,2015-02-15,Same Day,5.4
DZ-8421,2015-11-18,Same Day,10.9
LP-8422,2015-01-26,Same Day,11.3
LP-8423,2015-06-24,Same Day,2.4
PQ-8424,2015-04-14,Same Day,3.3
LP-8425,2015-11-05,Same Day,16.5
MZ-8426,2015-05-09,Same Day,0.1
OP-8427,2015-06-25,Same Day,10.2
MZ-8428,2015-06-07,Same Day,1.3
LM-8429,2015-02-07,Same Day,4.7
LP-8430,2015-05-05,Same Day,11.8
OP-8431,2015-11-12,Same Day,2
PQ-8432,2015-12-28,Same Day,5.7
LP-8433,2015-04-21,Same Day,13.3
PQ-8434,2015-09-07,Same Day,11.1
MZ-8435,2015-10-24,Same Day,2.1
LP-8436,2015-04-01,Same Day,1.1
LP-8437,2015-02-23,Same Day,15.8
DF-8438,2015-08-10,Same Day,2.1
LM-8439,2015-08-20,Same Day,8.9
DF-8440,2015-10-25,Same Day,2.2
JK-8441,2015-12-21,Same Day,4.2
DF-8442,2015-04-05,Same Day,12.9
AX-8443,2015-06-07,Same Day,2.2
OP-8444,2015-12-16,Same Day,6.6
LM-8445,2015-09-03,Same Day,13.1
MZ-8446,2015-10-19,Same Day,11.7
PQ-8447,2015-05-07,Same Day,2.5
LP-8448,2015-10-25,Same Day,1.1
JK-8449,2015-07-17,Same Day,16
LP-8450,2015-01-05,Same Day,4.2
DZ-8451,2015-05-10,Same Day,10.6
OP-8452,2015-12-10,Same Day,1.6
OP-8453,2015-12-13,Same Day,3.8
JK-8454,2015-08-06,Same Day,13.3
AX-8455,2015-08-16,Same Day,2
MZ-8456,2015-10-02,Same Day,6.3
PQ-8457,2015-10-25,Same Day,13.1
TA-8458,2015-03-23,Same Day,6.9
OP-8459,2015-07-29,Same Day,1.3
PQ-8460,2015-07-02,Same Day,1.7
OP-8461,2015-02-14,Same Day,15.5
TA-8462,2015-05-01,Same Day,2.8
DZ-8463,2015-05-12,Same Day,7.4
LM-8464,2015-05-10,Same Day,1.6
OP-8465,2015-07-22,Same Day,3.7
TA-8466,2015-03-02,Same Day,13.1
OP-8467,2015-02-10,Same Day,0.7
AX-8468,2015-01-15,Same Day,6.5
LP-8469,2015-10-04,Same Day,12.9
LP-8470,2015-08-27,Same Day,10.3
JK-8471,2015-12-18,Same Day,2.9
AX-8472,2015-08-11,Same Day,3.3
OP-8473,2015-04-25,Same Day,15
DF-8474,2015-08-30,Same Day,0.1
OP-8475,2015-10-11,Same Day,10
TA-8476,2015-06-24,Same Day,1.6
LM-8477,2015-08-21,Same Day,2.4
TA-8478,2015-09-15,Same Day,11.8
PQ-8479,2015-10-23,Same Day,1.8
DZ-8480,2015-09-23,Same Day,5.4
JK-8481,2015-12-20,Same Day,8.7
DZ-8482,2015-01-19,Same Day,10.3
LP-8483,2015-03-10,Same Day,2.8
OP-8484,2015-02-05,Same Day,0.8
DF-8485,2015-01-18,Same Day,12
LM-8486,2015-02-03,Same Day,0.2
JK-8487,2015-01-30,Same Day,10.4
AX-8488,2015-11-29,Same Day,1.6
DF-8489,2015-03-09,Same Day,2.4
LM-8490,2015-04-17,Same Day,13.8
LM-8491,2015-07-13,Same Day,0.7
MZ-8492,2015-07-10,Same Day,6.6
LM-8493,2015-03-29,Same Day,13.3
PQ-8494,2015-06-24,Same Day,10.9
OP-8495,2015-08-28,Same Day,1.8
MZ-8496,2015-06-26,Same Day,0.7
TA-8497,2015-10-21,Same Day,16
LM-8498,2015-12-17,Same Day,1.7
TA-8499,2015-05-28,Same Day,6.4
PQ-8500,2015-06-15,Same Day,1.3
DZ-8501,2015-02-04,Same Day,4.7
OP-8502,2015-11-07,Same Day,10.7
MZ-8503,2015-06-30,Same Day,1.9
LP-8504,2015-04-04,Same Day,5.4
TA-8505,2015-07-05,Same Day,12
JK-8506,2015-12-29,Same Day,10.3
DZ-8507,2015-07-21,Same Day,2.1
PQ-8508,2015-05-02,Same Day,0.7
JK-8509,2015-11-24,Same Day,14
OP-8510,2015-10-02,Same Day,1.7
LP-8511,2015-05-07,Same Day,10
LP-8512,2015-06-04,Same Day,1.3
DF-8513,2015-12-31,Same Day,4.7
AX-8514,2015-02-01,Same Day,10.7
DF-8515,2015-09-29,Same Day,0.7
MZ-8516,2015-09-12,Same Day,5.6
MZ-8517,2015-01-21,Same Day,8.7
DZ-8518,2015-01-30,Same Day,11.3
LM-8519,2015-11-07,Same Day,2.5
DF-8520,2015-04-25,Same Day,0.7
PQ-8521,2015-08-12,Same Day,15.8
LP-8522,2015-04-13,Same Day,2.1
TA-8523,2015-12-31,Same Day,7.4
MZ-8524,2015-02-17,Same Day,1.3
AX-8525,2015-09-11,Same Day,3.1
LM-8526,2015-08-28,Same Day,11.8
PQ-8527,2015-09-18,Same Day,0.3
LP-8528,2015-06-30,Same Day,5.4
LP-8529,2015-06-21,Same Day,12.4
AX-8530,2015-08-22,Same Day,10.1
MZ-8531,2015-04-20,Same Day,1.8
AX-8532,2015-03-15,Same Day,1.1
DZ-8533,2015-01-02,Same Day,16.5
AX-8534,2015-10-20,Same Day,0.1
DF-8535,2015-05-23,Same Day,10.6
LM-8536,2015-12-21,Same Day,1.3
JK-8537,2015-01-02,Same Day,4
LM-8538,2015-07-10,Same Day,13.1
AX-8539,2015-07-19,Same Day,2
DZ-8540,2015-05-07,Same Day,6.6
TA-8541,2015-10-11,Same Day,9.8
OP-8542,2015-08-02,Same Day,10.9
TA-8543,2015-05-31,Same Day,2.4
DZ-8544,2015-10-13,Same Day,0.7
MZ-8545,2015-08-03,Same Day,16.5
AX-8546,2015-03-25,Same Day,8.3
MZ-8547,2015-06-03,Same Day,6.4
LM-8548,2015-11-27,Same Day,6.5
DZ-8549,2015-04-04,Same Day,4.4
OP-8550,2015-03-18,Same Day,13.3
LM-8551,2015-03-28,Same Day,1.9
AX-8552,2015-02-27,Same Day,3.2
DZ-8553,2015-08-05,Same Day,9.8
TA-8554,2015-12-21,Same Day,11.5
LM-8555,2015-02-15,Same Day,2.8
MZ-8556,2015-08-05,Same Day,3.3
LM-8557,2015-11-03,Same Day,13
TA-8558,2015-05-01,Same Day,2.1
DF-8559,2015-04-08,Same Day,10
PQ-8560,2015-05-27,Same Day,1.3
PQ-8561,2015-03-03,Same Day,3.4
DF-8562,2015-11-20,Same Day,12.9
DZ-8563,2015-01-02,Same Day,2.1
AX-8564,2015-08-04,Same Day,6.6
DZ-8565,2015-10-14,Same Day,13.5
DZ-8566,2015-08-04,Same Day,11.1
TA-8567,2015-05-31,Same Day,3
JK-8568,2015-05-18,Same Day,3.3
AX-8569,2015-03-15,Same Day,16.8
OP-8570,2015-01-23,Same Day,2.1
TA-8571,2015-10-16,Same Day,6.4
LP-8572,2015-09-28,Same Day,3.3
JK-8573,2015-08-17,Same Day,2.4
LP-8574,2015-04-10,Same Day,12.7
PQ-8575,2015-02-16,Same Day,2.2
DZ-8576,2015-06-27,Same Day,5.6
TA-8577,2015-06-27,Same Day,8.7
LP-8578,2015-06-06,Same Day,11.1
LP-8579,2015-09-01,Same Day,0.9
DZ-8580,2015-01-22,Same Day,1.7
AX-8581,2015-05-08,Same Day,14.5
LP-8582,2015-05-03,Same Day,2.8
MZ-8583,2015-04-20,Same Day,9.3
OP-8584,2015-01-22,Same Day,2.2
LM-8585,2015-04-06,Same Day,4
PQ-8586,2015-02-18,Same Day,13.1
DF-8587,2015-06-07,Same Day,1.5
LP-8588,2015-09-03,Same Day,6.6
LM-8589,2015-10-11,Same Day,12.9
AX-8590,2015-06-08,Same Day,8.9
AX-8591,2015-01-14,Same Day,2.8
MZ-8592,2015-08-02,Same Day,3.3
LM-8593,2015-03-20,Same Day,15.5
LP-8594,2015-12-13,Same Day,1.7
DZ-8595,2015-08-10,Same Day,10.6
AX-8596,2015-10-31,Same Day,1.3
DZ-8597,2015-05-25,Same Day,4.7
JK-8598,2015-10-25,Same Day,13.3
LM-8599,2015-04-10,Same Day,2.3
MZ-8600,2015-05-31,Same Day,6.6
MZ-8601,2015-10-01,Same Day,13.1
DZ-8602,2015-03-05,Same Day,9.9
AX-8603,2015-06-27,Same Day,1.8
JK-8604,2015-09-09,Same Day,1.1
LM-8605,2015-05-28,Same Day,15.5
MZ-8606,2015-02-01,Same Day,1.7
JK-8607,2015-08-08,Same Day,8.9
LM-8608,2015-05-29,Same Day,6.5
AX-8609,2015-07-25,Same Day,3.8
TA-8610,2015-06-09,Same Day,12.7
LM-8611,2015-04-20,Same Day,2.3
AX-8612,2015-09-11,Same Day,6.2
MZ-8613,2015-08-05,Same Day,10.9
TA-8614,2015-07-06,Same Day,10.1
AX-8615,2015-06-29,Same Day,1.8
PQ-8616,2015-12-07,Same Day,1.1
OP-8617,2015-07-16,Same Day,12
MZ-8618,2015-02-23,Same Day,4.2
TA-8619,2015-03-15,Same Day,8.1
LM-8620,2015-07-28,Same Day,3.3
AX-8621,2015-03-08,Same Day,4.6
AX-8622,2015-03-14,Same Day,12.9
MZ-8623,2015-06-26,Same Day,1.9
OP-8624,2015-06-16,Same Day,5.4
DZ-8625,2015-12-03,Same Day,14
DF-8626,2015-07-16,Same Day,7.9
DF-8627,2015-04-08,Same Day,2.7
LM-8628,2015-02-09,Same Day,1.1
DZ-8629,2015-05-08,Same Day,16
PQ-8630,2015-11-19,Same Day,4.2
PQ-8631,2015-11-10,Same Day,7.4
LP-8632,2015-04-20,Same Day,6.5
PQ-8633,2015-06-29,Same Day,4
JK-8634,2015-06-19,Same Day,12.7
LP-8635,2015-10-19,Same Day,2.1
MZ-8636,2015-09-18,Same Day,6.3
AX-8637,2015-01-08,Same Day,13.3
OP-8638,2015-05-08,Same Day,10.7
LM-8639,2015-12-13,Same Day,1.4
JK-8640,2015-09-23,Same Day,0.7
DF-8641,2015-02-21,Same Day,15.8
TA-8642,2015-11-11,Same Day,8.3
LM-8643,2015-10-14,Same Day,10.4
LM-8644,2015-12-19,Same Day,2.2
JK-8645,2015-09-20,Same Day,3.8
LP-8646,2015-11-04,Same Day,13.6
DF-8647,2015-10-05,Same Day,2.1
PQ-8648,2015-02-25,Same Day,5.7
PQ-8649,2015-03-06,Same Day,12.2
LM-8650,2015-01-12,Same Day,10.7
DF-8651,2015-03-17,Same Day,2.5
OP-8652,2015-01-14,Same Day,0.7
LP-8653,2015-08-02,Same Day,12
DZ-8654,2015-04-06,Same Day,2.1
LM-8655,2015-04-04,Same Day,8.3
LM-8656,2015-05-24,Same Day,1.6
OP-8657,2015-02-12,Same Day,2.9
DZ-8658,2015-10-22,Same Day,11.4
AX-8659,2015-10-23,Same Day,1.6
AX-8660,2015-06-09,Same Day,5.7
OP-8661,2015-07-24,Same Day,13.8
DF-8662,2015-09-01,Same Day,10.7
OP-8663,2015-11-13,Same Day,0.3
LP-8664,2015-09-29,Same Day,0.8
LM-8665,2015-07-04,Same Day,15.5
DZ-8666,2015-05-04,Same Day,2.1
DZ-8667,2015-10-21,Same Day,9.3
TA-8668,2015-11-28,Same Day,6.5
DZ-8669,2015-11-08,Same Day,1.8
LM-8670,2015-04-26,Same Day,13.6
LM-8671,2015-05-08,Same Day,2.1
LP-8672,2015-05-27,Same Day,5.6
MZ-8673,2015-03-10,Same Day,11.5
OP-8674,2015-09-29,Same Day,7.9
LP-8675,2015-09-19,Same Day,0.9
MZ-8676,2015-03-13,Same Day,0.8
JK-8677,2015-01-13,Same Day,16.5
PQ-8678,2015-10-30,Same Day,0.1
PQ-8679,2015-09-09,Same Day,10.4
JK-8680,2015-11-23,Same Day,6.5
DF-8681,2015-12-23,Same Day,1.8
MZ-8682,2015-04-21,Same Day,13.8
AX-8683,2015-12-01,Same Day,0.3
LM-8684,2015-04-30,Same Day,5.4
AX-8685,2015-11-07,Same Day,8.7
TA-8686,2015-08-15,Same Day,8.9
DZ-8687,2015-03-12,Same Day,2.8
JK-8688,2015-07-10,Same Day,1.7
PQ-8689,2015-04-30,Same Day,14.5
DZ-8690,2015-02-12,Same Day,2.8
OP-8691,2015-03-18,Same Day,8.9
MZ-8692,2015-03-08,Same Day,3.3
JK-8693,2015-08-05,Same Day,4.7
JK-8694,2015-03-16,Same Day,11.8
PQ-8695,2015-09-07,Same Day,2
LP-8696,2015-02-16,Same Day,5.1
LP-8697,2015-10-28,Same Day,10.6
MZ-8698,2015-12-16,Same Day,11.1
MZ-8699,2015-10-15,Same Day,1.4
JK-8700,2015-08-19,Same Day,0.7
MZ-8701,2015-12-24,Same Day,10.8
JK-8702,2015-06-01,Same Day,2.1
MZ-8703,2015-05-15,Same Day,7.4
OP-8704,2015-03-01,Same Day,6.5
OP-8705,2015-01-11,Same Day,2.4
LM-8706,2015-01-23,Same Day,12.7
DZ-8707,2015-12-02,Same Day,1.6
LM-8708,2015-05-07,Same Day,6.5
TA-8709,2015-08-18,Same Day,13.3
LM-8710,2015-01-10,Same Day,6.9
JK-8711,2015-06-24,Same Day,2.2
LP-8712,2015-04-27,Same Day,1.7
DF-8713,2015-09-20,Same Day,16.3
JK-8714,2015-08-11,Same Day,1.7
DF-8715,2015-10-21,Same Day,10.2
MZ-8716,2015-03-09,Same Day,1.3
DF-8717,2015-12-01,Same Day,4
DF-8718,2015-12-21,Same Day,12.9
OP-8719,2015-08-14,Same Day,1.4
MZ-8720,2015-04-27,Same Day,3.2
LP-8721,2015-08-24,Same Day,12.9
JK-8722,2015-01-08,Same Day,10.3
LP-8723,2015-11-25,Same Day,2.8
PQ-8724,2015-01-12,Same Day,0.7
OP-8725,2015-08-08,Same Day,16.5
OP-8726,2015-01-12,Same Day,2.1
PQ-8727,2015-03-12,Same Day,8.1
DF-8728,2015-08-02,Same Day,2.2
MZ-8729,2015-03-18,Same Day,3.1
OP-8730,2015-01-03,Same Day,10.7
DZ-8731,2015-09-17,Same Day,2.1
DF-8732,2015-08-04,Same Day,6.2
LM-8733,2015-05-11,Same Day,9.8
JK-8734,2015-01-13,Same Day,11.1
AX-8735,2015-04-19,Same Day,0.3
AX-8736,2015-01-19,Same Day,0.7
PQ-8737,2015-02-02,Same Day,15.5
JK-8738,2015-09-28,Same Day,2.1
OP-8739,2015-12-30,Same Day,9.5
DZ-8740,2015-04-21,Same Day,1.3
TA-8741,2015-02-27,Same Day,4.7
AX-8742,2015-07-16,Same Day,13.3
LM-8743,2015-06-06,Same Day,1.2
LP-8744,2015-04-30,Same Day,6.8
TA-8745,2015-06-10,Same Day,12.9
DF-8746,2015-05-16,Same Day,9.5
LM-8747,2015-09-13,Same Day,2.7
DF-8748,2015-01-11,Same Day,0.8
DZ-8749,2015-03-22,Same Day,16
AX-8750,2015-08-08,Same Day,0.1
LM-8751,2015-11-25,Same Day,7.4
PQ-8752,2015-09-04,Same Day,6.5
DF-8753,2015-02-11,Same Day,3.1
LP-8754,2015-08-28,Same Day,13.6
PQ-8755,2015-04-22,Same Day,2.2
AX-8756,2015-08-12,Same Day,5.4
MZ-8757,2015-07-16,Same Day,13.3
PQ-8758,2015-11-17,Same Day,11.7
OP-8759,2015-05-27,Same Day,2.9
LP-8760,2015-04-27,Same Day,1.1
DZ-8761,2015-09-07,Same Day,14.8
MZ-8762,2015-07-14,Same Day,0.1
LP-8763,2015-10-22,Same Day,10.2
MZ-8764,2015-01-09,Same Day,3.3
JK-8765,2015-04-21,Same Day,3.7
LM-8766,2015-08-11,Same Day,13.1
DF-8767,2015-07-18,Same Day,2.1
TA-8768,2015-01-21,Same Day,5.1
DF-8769,2015-04-04,Same Day,10.9
OP-8770,2015-02-17,Same Day,8.9
OP-8771,2015-10-08,Same Day,0.3
DF-8772,2015-08-12,Same Day,0.7
MZ-8773,2015-02-07,Same Day,16.5
MZ-8774,2015-03-12,Same Day,2.8
DF-8775,2015-09-14,Same Day,7.4
DF-8776,2015-12-19,Same Day,1.3
MZ-8777,2015-02-17,Same Day,4.5
DF-8778,2015-09-03,Same Day,12.2
LM-8779,2015-05-06,Same Day,1.4
LP-8780,2015-11-08,Same Day,5.7
MZ-8781,2015-04-06,Same Day,12.4
DF-8782,2015-12-30,Same Day,9.5
PQ-8783,2015-07-03,Same Day,2.5
JK-8784,2015-09-06,Same Day,1.7
LP-8785,2015-01-23,Same Day,12
JK-8786,2015-07-04,Same Day,2.1
TA-8787,2015-01-06,Same Day,10.4
AX-8788,2015-10-07,Same Day,1.3
DF-8789,2015-03-27,Same Day,4.6
TA-8790,2015-09-30,Same Day,13.6
OP-8791,2015-03-26,Same Day,1.8
LM-8792,2015-03-11,Same Day,5.4
MZ-8793,2015-11-23,Same Day,13.5
JK-8794,2015-08-16,Same Day,8.9
MZ-8795,2015-06-22,Same Day,2.9
LM-8796,2015-08-29,Same Day,3.3
MZ-8797,2015-02-27,Same Day,15
DZ-8798,2015-04-24,Same Day,2.1
PQ-8799,2015-08-11,Same Day,8.3
OP-8800,2015-02-07,Same Day,1.3
DF-8801,2015-10-15,Same Day,4.7
PQ-8802,2015-11-09,Same Day,13.1
AX-8803,2015-09-16,Same Day,1.4
AX-8804,2015-04-13,Same Day,6
OP-8805,2015-03-16,Same Day,12.2
DZ-8806,2015-02-14,Same Day,9.5
OP-8807,2015-11-05,Same Day,2.8
MZ-8808,2015-03-07,Same Day,3.3
